lat,lon,velocity_mm_yr,region,infrastruktur_naehe
50.883765,6.672476,-31.8,Rheinisches-Revier,
50.884149,6.691794,-33.0,Rheinisches-Revier,
50.884172,6.692930,-33.7,Rheinisches-Revier,
50.884194,6.694066,-33.8,Rheinisches-Revier,
50.884239,6.696339,-34.4,Rheinisches-Revier,
50.884373,6.703157,-34.9,Rheinisches-Revier,
50.884485,6.708839,-34.1,Rheinisches-Revier,
50.884507,6.709975,-33.7,Rheinisches-Revier,
50.884708,6.720203,-19.6,Rheinisches-Revier,
50.884774,6.723612,-14.1,Rheinisches-Revier,
50.884796,6.724748,-16.5,Rheinisches-Revier,
50.877160,6.330473,-24.5,Rheinisches-Revier,
50.877910,6.363414,-47.3,Rheinisches-Revier,
50.879129,6.417940,-8.7,Rheinisches-Revier,
50.879154,6.419076,-7.4,Rheinisches-Revier,
50.879179,6.420212,-7.6,Rheinisches-Revier,
50.879205,6.421348,-8.0,Rheinisches-Revier,
50.879230,6.422484,-7.8,Rheinisches-Revier,
50.879255,6.423620,-8.6,Rheinisches-Revier,
50.879405,6.430436,-6.0,Rheinisches-Revier,
50.879705,6.444068,-7.8,Rheinisches-Revier,
50.879729,6.445204,-7.9,Rheinisches-Revier,
50.880077,6.461108,-4.8,Rheinisches-Revier,
50.880101,6.462244,-5.3,Rheinisches-Revier,
50.880126,6.463380,-5.5,Rheinisches-Revier,
50.880151,6.464516,-5.5,Rheinisches-Revier,
50.880175,6.465652,-5.5,Rheinisches-Revier,
50.880200,6.466789,-5.4,Rheinisches-Revier,
50.880225,6.467925,-5.1,Rheinisches-Revier,
50.880249,6.469061,-4.9,Rheinisches-Revier,
50.880593,6.484966,-3.3,Rheinisches-Revier,
50.880618,6.486102,-3.4,Rheinisches-Revier,
50.880642,6.487238,-3.5,Rheinisches-Revier,
50.881226,6.514504,4.7,Rheinisches-Revier,
50.881251,6.515640,3.5,Rheinisches-Revier,
50.881299,6.517913,6.3,Rheinisches-Revier,
50.881372,6.521321,11.2,Rheinisches-Revier,
50.882917,6.595173,-80.2,Rheinisches-Revier,
50.882941,6.596309,-81.1,Rheinisches-Revier,
50.882964,6.597445,-80.3,Rheinisches-Revier,
50.882987,6.598582,-80.4,Rheinisches-Revier,
50.883267,6.612217,-67.7,Rheinisches-Revier,
50.883291,6.613353,-68.9,Rheinisches-Revier,
50.883499,6.623579,-62.1,Rheinisches-Revier,
50.883522,6.624715,-61.2,Rheinisches-Revier,
50.883546,6.625852,-59.0,Rheinisches-Revier,
50.883569,6.626988,-56.6,Rheinisches-Revier,
50.883592,6.628124,-55.1,Rheinisches-Revier,
50.883615,6.629261,-53.7,Rheinisches-Revier,
50.883638,6.630397,-52.9,Rheinisches-Revier,
50.883661,6.631533,-48.5,Rheinisches-Revier,
50.883684,6.632669,-49.1,Rheinisches-Revier,
50.883707,6.633806,-46.8,Rheinisches-Revier,
50.883730,6.634942,-43.6,Rheinisches-Revier,
50.883753,6.636078,-42.9,Rheinisches-Revier,
50.883776,6.637215,-43.1,Rheinisches-Revier,
50.883799,6.638351,-45.5,Rheinisches-Revier,
50.883845,6.640623,-48.7,Rheinisches-Revier,
50.883914,6.644032,-40.1,Rheinisches-Revier,
50.883960,6.646305,-38.3,Rheinisches-Revier,
50.884462,6.671304,-31.6,Rheinisches-Revier,
50.884484,6.672440,-31.7,Rheinisches-Revier,
50.884890,6.692894,-35.3,Rheinisches-Revier,
50.884913,6.694031,-35.1,Rheinisches-Revier,
50.885092,6.703122,-36.6,Rheinisches-Revier,
50.885226,6.709940,-34.8,Rheinisches-Revier,
50.885427,6.720168,-18.9,Rheinisches-Revier,
50.885471,6.722440,-17.2,Rheinisches-Revier,
50.879747,6.413356,-5.5,Rheinisches-Revier,
50.879772,6.414492,-6.2,Rheinisches-Revier,
50.879923,6.421308,-7.8,Rheinisches-Revier,
50.879948,6.422444,-6.3,Rheinisches-Revier,
50.880074,6.428124,-8.3,Rheinisches-Revier,
50.880099,6.429260,-6.1,Rheinisches-Revier,
50.880124,6.430396,-6.1,Rheinisches-Revier,
50.880423,6.444028,-8.0,Rheinisches-Revier,
50.880448,6.445164,-8.0,Rheinisches-Revier,
50.880771,6.459933,-4.9,Rheinisches-Revier,
50.880795,6.461069,-5.1,Rheinisches-Revier,
50.880820,6.462205,-5.3,Rheinisches-Revier,
50.880845,6.463341,-5.4,Rheinisches-Revier,
50.880869,6.464477,-5.6,Rheinisches-Revier,
50.880894,6.465613,-5.2,Rheinisches-Revier,
50.880919,6.466750,-4.9,Rheinisches-Revier,
50.880944,6.467886,-4.7,Rheinisches-Revier,
50.881921,6.513330,5.0,Rheinisches-Revier,
50.881945,6.514466,3.8,Rheinisches-Revier,
50.881994,6.516738,6.0,Rheinisches-Revier,
50.882018,6.517874,8.3,Rheinisches-Revier,
50.882809,6.555368,-28.5,Rheinisches-Revier,
50.883683,6.597408,-84.9,Rheinisches-Revier,
50.883706,6.598545,-81.7,Rheinisches-Revier,
50.884009,6.613316,-85.6,Rheinisches-Revier,
50.884033,6.614452,-71.3,Rheinisches-Revier,
50.884241,6.624679,-62.0,Rheinisches-Revier,
50.884264,6.625815,-60.7,Rheinisches-Revier,
50.884287,6.626951,-59.8,Rheinisches-Revier,
50.884311,6.628088,-56.1,Rheinisches-Revier,
50.884334,6.629224,-55.4,Rheinisches-Revier,
50.884357,6.630360,-53.9,Rheinisches-Revier,
50.884380,6.631497,-52.7,Rheinisches-Revier,
50.884403,6.632633,-51.5,Rheinisches-Revier,
50.884426,6.633769,-48.6,Rheinisches-Revier,
50.884449,6.634906,-42.6,Rheinisches-Revier,
50.884472,6.636042,-42.7,Rheinisches-Revier,
50.884495,6.637178,-43.2,Rheinisches-Revier,
50.884518,6.638314,-44.9,Rheinisches-Revier,
50.884541,6.639451,-43.3,Rheinisches-Revier,
50.884564,6.640587,-43.8,Rheinisches-Revier,
50.884633,6.643996,-41.0,Rheinisches-Revier,
50.885158,6.670132,-32.0,Rheinisches-Revier,
50.885180,6.671268,-31.7,Rheinisches-Revier,
50.885203,6.672404,-32.4,Rheinisches-Revier,
50.885226,6.673541,-33.2,Rheinisches-Revier,
50.885248,6.674677,-34.5,Rheinisches-Revier,
50.886145,6.720132,-18.6,Rheinisches-Revier,
50.886190,6.722405,-16.8,Rheinisches-Revier,
50.886212,6.723542,-15.8,Rheinisches-Revier,
50.880390,6.409908,-3.5,Rheinisches-Revier,
50.880541,6.416724,-4.1,Rheinisches-Revier,
50.880567,6.417860,-4.7,Rheinisches-Revier,
50.880592,6.418996,-4.7,Rheinisches-Revier,
50.880617,6.420132,-6.2,Rheinisches-Revier,
50.880642,6.421268,-5.8,Rheinisches-Revier,
50.880692,6.423540,-5.1,Rheinisches-Revier,
50.880817,6.429220,-6.0,Rheinisches-Revier,
50.880842,6.430356,-6.2,Rheinisches-Revier,
50.881341,6.453078,-6.3,Rheinisches-Revier,
50.881489,6.459894,-4.9,Rheinisches-Revier,
50.881514,6.461030,-5.1,Rheinisches-Revier,
50.881539,6.462166,-5.2,Rheinisches-Revier,
50.881563,6.463302,-5.2,Rheinisches-Revier,
50.881588,6.464438,-5.2,Rheinisches-Revier,
50.881613,6.465574,-4.6,Rheinisches-Revier,
50.881638,6.466711,-5.1,Rheinisches-Revier,
50.881662,6.467847,-4.6,Rheinisches-Revier,
50.882640,6.513292,4.2,Rheinisches-Revier,
50.882712,6.516700,6.5,Rheinisches-Revier,
50.884284,6.591690,-77.7,Rheinisches-Revier,
50.884331,6.593963,-76.3,Rheinisches-Revier,
50.884355,6.595099,-79.8,Rheinisches-Revier,
50.884983,6.625779,-61.4,Rheinisches-Revier,
50.885006,6.626915,-60.3,Rheinisches-Revier,
50.885029,6.628051,-59.7,Rheinisches-Revier,
50.885076,6.630324,-55.0,Rheinisches-Revier,
50.885099,6.631460,-53.4,Rheinisches-Revier,
50.885122,6.632597,-51.5,Rheinisches-Revier,
50.885145,6.633733,-49.2,Rheinisches-Revier,
50.885168,6.634869,-48.5,Rheinisches-Revier,
50.885260,6.639414,-41.7,Rheinisches-Revier,
50.885352,6.643960,-32.1,Rheinisches-Revier,
50.885420,6.647369,-28.7,Rheinisches-Revier,
50.885831,6.667823,-31.8,Rheinisches-Revier,
50.885854,6.668959,-31.7,Rheinisches-Revier,
50.885877,6.670096,-31.6,Rheinisches-Revier,
50.885899,6.671232,-32.6,Rheinisches-Revier,
50.885922,6.672369,-33.2,Rheinisches-Revier,
50.885945,6.673505,-34.2,Rheinisches-Revier,
50.885967,6.674641,-35.1,Rheinisches-Revier,
50.885990,6.675778,-37.0,Rheinisches-Revier,
50.886864,6.720097,-18.1,Rheinisches-Revier,
50.886909,6.722370,-17.0,Rheinisches-Revier,
50.886931,6.723507,-15.7,Rheinisches-Revier,
50.887328,6.743963,-10.9,Rheinisches-Revier,
50.887350,6.745099,-13.2,Rheinisches-Revier,
50.878742,6.305361,-3.8,Rheinisches-Revier,
50.880602,6.387148,-8.4,Rheinisches-Revier,
50.880729,6.392828,3.1,Rheinisches-Revier,
50.881260,6.416684,-4.2,Rheinisches-Revier,
50.881285,6.417820,-4.5,Rheinisches-Revier,
50.881310,6.418956,-4.5,Rheinisches-Revier,
50.881335,6.420092,-5.8,Rheinisches-Revier,
50.882035,6.451902,-6.3,Rheinisches-Revier,
50.882059,6.453038,-5.7,Rheinisches-Revier,
50.882084,6.454174,-6.8,Rheinisches-Revier,
50.882208,6.459855,-5.2,Rheinisches-Revier,
50.882233,6.460991,-5.2,Rheinisches-Revier,
50.882257,6.462127,-5.0,Rheinisches-Revier,
50.882282,6.463263,-5.3,Rheinisches-Revier,
50.882307,6.464399,-5.5,Rheinisches-Revier,
50.882332,6.465535,-5.2,Rheinisches-Revier,
50.882356,6.466672,-5.1,Rheinisches-Revier,
50.882381,6.467808,-7.8,Rheinisches-Revier,
50.883091,6.500755,-3.7,Rheinisches-Revier,
50.883334,6.512117,4.6,Rheinisches-Revier,
50.883407,6.515526,9.9,Rheinisches-Revier,
50.883504,6.520070,23.2,Rheinisches-Revier,
50.884956,6.589380,-71.7,Rheinisches-Revier,
50.885027,6.592789,-77.7,Rheinisches-Revier,
50.885074,6.595062,-80.0,Rheinisches-Revier,
50.885120,6.597334,-80.2,Rheinisches-Revier,
50.885725,6.626878,-60.5,Rheinisches-Revier,
50.885748,6.628015,-59.8,Rheinisches-Revier,
50.885771,6.629151,-60.6,Rheinisches-Revier,
50.885817,6.631424,-54.7,Rheinisches-Revier,
50.885840,6.632560,-52.4,Rheinisches-Revier,
50.885864,6.633696,-50.4,Rheinisches-Revier,
50.885887,6.634833,-47.1,Rheinisches-Revier,
50.885910,6.635969,-46.6,Rheinisches-Revier,
50.886070,6.643923,-28.7,Rheinisches-Revier,
50.886139,6.647333,-28.1,Rheinisches-Revier,
50.886573,6.668924,-32.3,Rheinisches-Revier,
50.886618,6.671196,-32.5,Rheinisches-Revier,
50.886641,6.672333,-31.9,Rheinisches-Revier,
50.886663,6.673469,-35.0,Rheinisches-Revier,
50.886686,6.674605,-35.3,Rheinisches-Revier,
50.887628,6.722335,-16.1,Rheinisches-Revier,
50.887650,6.723472,-15.6,Rheinisches-Revier,
50.888047,6.743928,-11.6,Rheinisches-Revier,
50.882029,6.418917,-5.1,Rheinisches-Revier,
50.882852,6.456407,-5.1,Rheinisches-Revier,
50.882902,6.458680,-5.7,Rheinisches-Revier,
50.882927,6.459816,-5.5,Rheinisches-Revier,
50.882951,6.460952,-5.9,Rheinisches-Revier,
50.882976,6.462088,-5.1,Rheinisches-Revier,
50.883001,6.463224,-5.4,Rheinisches-Revier,
50.883026,6.464360,-5.0,Rheinisches-Revier,
50.883050,6.465496,-4.8,Rheinisches-Revier,
50.883075,6.466633,-4.6,Rheinisches-Revier,
50.883100,6.467769,-4.4,Rheinisches-Revier,
50.883124,6.468905,-4.2,Rheinisches-Revier,
50.883859,6.502989,-5.5,Rheinisches-Revier,
50.884029,6.510943,4.0,Rheinisches-Revier,
50.884053,6.512079,3.2,Rheinisches-Revier,
50.884174,6.517760,8.6,Rheinisches-Revier,
50.884198,6.518896,10.1,Rheinisches-Revier,
50.885745,6.592752,-81.0,Rheinisches-Revier,
50.885769,6.593889,-80.2,Rheinisches-Revier,
50.885792,6.595025,-79.3,Rheinisches-Revier,
50.885839,6.597297,-83.5,Rheinisches-Revier,
50.886467,6.627978,-61.0,Rheinisches-Revier,
50.886490,6.629115,-58.5,Rheinisches-Revier,
50.886582,6.633660,-49.6,Rheinisches-Revier,
50.886605,6.634796,-48.8,Rheinisches-Revier,
50.886628,6.635933,-45.3,Rheinisches-Revier,
50.886651,6.637069,-44.2,Rheinisches-Revier,
50.886674,6.638205,-43.0,Rheinisches-Revier,
50.886766,6.642751,-29.7,Rheinisches-Revier,
50.886789,6.643887,-29.6,Rheinisches-Revier,
50.887269,6.667751,-32.4,Rheinisches-Revier,
50.887291,6.668888,-32.9,Rheinisches-Revier,
50.887314,6.670024,-33.0,Rheinisches-Revier,
50.887337,6.671160,-33.1,Rheinisches-Revier,
50.887405,6.674570,-37.0,Rheinisches-Revier,
50.888191,6.714345,-24.6,Rheinisches-Revier,
50.882723,6.417741,-4.6,Rheinisches-Revier,
50.883099,6.434782,-7.3,Rheinisches-Revier,
50.883124,6.435918,-7.0,Rheinisches-Revier,
50.883522,6.454096,-8.6,Rheinisches-Revier,
50.883546,6.455232,-5.6,Rheinisches-Revier,
50.883571,6.456368,-5.3,Rheinisches-Revier,
50.883596,6.457504,-5.6,Rheinisches-Revier,
50.883621,6.458641,-5.9,Rheinisches-Revier,
50.883645,6.459777,-5.4,Rheinisches-Revier,
50.883670,6.460913,-5.4,Rheinisches-Revier,
50.883695,6.462049,-5.3,Rheinisches-Revier,
50.883720,6.463185,-5.1,Rheinisches-Revier,
50.883744,6.464321,-4.5,Rheinisches-Revier,
50.883769,6.465457,-4.4,Rheinisches-Revier,
50.883794,6.466594,-3.6,Rheinisches-Revier,
50.883818,6.467730,-3.8,Rheinisches-Revier,
50.883843,6.468866,-4.0,Rheinisches-Revier,
50.884578,6.502951,-5.8,Rheinisches-Revier,
50.884748,6.510904,3.6,Rheinisches-Revier,
50.884772,6.512041,3.8,Rheinisches-Revier,
50.884820,6.514313,6.6,Rheinisches-Revier,
50.884893,6.517722,7.5,Rheinisches-Revier,
50.884917,6.518858,-5.2,Rheinisches-Revier,
50.885875,6.564308,-36.4,Rheinisches-Revier,
50.885993,6.569989,-45.6,Rheinisches-Revier,
50.886206,6.580216,-65.1,Rheinisches-Revier,
50.886441,6.591579,-74.3,Rheinisches-Revier,
50.886488,6.593851,-83.6,Rheinisches-Revier,
50.886558,6.597260,-84.8,Rheinisches-Revier,
50.886581,6.598397,-82.9,Rheinisches-Revier,
50.887209,6.629078,-57.4,Rheinisches-Revier,
50.887232,6.630214,-55.6,Rheinisches-Revier,
50.887324,6.634760,-47.5,Rheinisches-Revier,
50.887347,6.635896,-45.6,Rheinisches-Revier,
50.887393,6.638169,-42.9,Rheinisches-Revier,
50.887416,6.639305,-41.3,Rheinisches-Revier,
50.887439,6.640442,-40.0,Rheinisches-Revier,
50.887485,6.642715,-32.2,Rheinisches-Revier,
50.887508,6.643851,-31.4,Rheinisches-Revier,
50.887531,6.644987,-28.5,Rheinisches-Revier,
50.887988,6.667715,-33.6,Rheinisches-Revier,
50.888010,6.668852,-33.5,Rheinisches-Revier,
50.888033,6.669988,-35.2,Rheinisches-Revier,
50.888056,6.671125,-34.2,Rheinisches-Revier,
50.888124,6.674534,-37.2,Rheinisches-Revier,
50.888214,6.679080,-43.9,Rheinisches-Revier,
50.888619,6.699536,-38.0,Rheinisches-Revier,
50.888642,6.700672,-38.0,Rheinisches-Revier,
50.880950,6.307508,-3.9,Rheinisches-Revier,
50.883416,6.416565,-4.4,Rheinisches-Revier,
50.883492,6.419973,-4.3,Rheinisches-Revier,
50.883817,6.434743,-6.7,Rheinisches-Revier,
50.883842,6.435879,-7.6,Rheinisches-Revier,
50.884240,6.454057,-5.3,Rheinisches-Revier,
50.884265,6.455193,-5.2,Rheinisches-Revier,
50.884290,6.456329,-5.4,Rheinisches-Revier,
50.884315,6.457465,-5.8,Rheinisches-Revier,
50.884339,6.458601,-6.1,Rheinisches-Revier,
50.884364,6.459738,-5.7,Rheinisches-Revier,
50.884389,6.460874,-5.6,Rheinisches-Revier,
50.884414,6.462010,-5.3,Rheinisches-Revier,
50.884438,6.463146,-5.1,Rheinisches-Revier,
50.884463,6.464282,-4.4,Rheinisches-Revier,
50.884488,6.465418,-4.3,Rheinisches-Revier,
50.884512,6.466555,-3.9,Rheinisches-Revier,
50.884537,6.467691,-3.7,Rheinisches-Revier,
50.884562,6.468827,-3.2,Rheinisches-Revier,
50.885563,6.515411,4.7,Rheinisches-Revier,
50.885587,6.516547,7.3,Rheinisches-Revier,
50.886593,6.564270,-34.7,Rheinisches-Revier,
50.887183,6.592678,-77.3,Rheinisches-Revier,
50.887206,6.593814,-81.6,Rheinisches-Revier,
50.887951,6.630178,-54.3,Rheinisches-Revier,
50.887974,6.631314,-53.7,Rheinisches-Revier,
50.888043,6.634723,-46.3,Rheinisches-Revier,
50.888066,6.635860,-46.2,Rheinisches-Revier,
50.888158,6.640405,-39.3,Rheinisches-Revier,
50.888181,6.641542,-37.6,Rheinisches-Revier,
50.888204,6.642678,-35.2,Rheinisches-Revier,
50.888227,6.643815,-33.8,Rheinisches-Revier,
50.888706,6.667679,-34.0,Rheinisches-Revier,
50.888729,6.668816,-33.9,Rheinisches-Revier,
50.888752,6.669952,-34.8,Rheinisches-Revier,
50.888774,6.671089,-34.6,Rheinisches-Revier,
50.888797,6.672225,-36.6,Rheinisches-Revier,
50.888820,6.673362,-36.4,Rheinisches-Revier,
50.889248,6.694954,-40.5,Rheinisches-Revier,
50.889271,6.696091,-40.1,Rheinisches-Revier,
50.889338,6.699500,-37.7,Rheinisches-Revier,
50.889361,6.700637,-37.3,Rheinisches-Revier,
50.889673,6.716547,-17.4,Rheinisches-Revier,
50.884135,6.416525,-3.9,Rheinisches-Revier,
50.884561,6.435839,-7.5,Rheinisches-Revier,
50.884934,6.452881,-5.2,Rheinisches-Revier,
50.884959,6.454018,-5.3,Rheinisches-Revier,
50.884984,6.455154,-5.6,Rheinisches-Revier,
50.885009,6.456290,-5.8,Rheinisches-Revier,
50.885033,6.457426,-5.8,Rheinisches-Revier,
50.885058,6.458562,-6.4,Rheinisches-Revier,
50.885083,6.459698,-6.0,Rheinisches-Revier,
50.885108,6.460835,-5.8,Rheinisches-Revier,
50.885132,6.461971,-5.2,Rheinisches-Revier,
50.885157,6.463107,-4.6,Rheinisches-Revier,
50.885182,6.464243,-4.2,Rheinisches-Revier,
50.885206,6.465379,-3.8,Rheinisches-Revier,
50.885231,6.466516,-3.6,Rheinisches-Revier,
50.885256,6.467652,-3.4,Rheinisches-Revier,
50.885280,6.468788,-3.2,Rheinisches-Revier,
50.885305,6.469924,-3.1,Rheinisches-Revier,
50.886258,6.514236,7.6,Rheinisches-Revier,
50.886282,6.515373,8.1,Rheinisches-Revier,
50.886306,6.516509,-10.1,Rheinisches-Revier,
50.887737,6.584687,-69.6,Rheinisches-Revier,
50.887902,6.592641,-77.3,Rheinisches-Revier,
50.887925,6.593777,-78.0,Rheinisches-Revier,
50.888345,6.614232,-69.7,Rheinisches-Revier,
50.888369,6.615368,-72.3,Rheinisches-Revier,
50.888693,6.631278,-51.2,Rheinisches-Revier,
50.888716,6.632414,-50.0,Rheinisches-Revier,
50.888739,6.633551,-48.3,Rheinisches-Revier,
50.888762,6.634687,-44.4,Rheinisches-Revier,
50.888785,6.635823,-45.0,Rheinisches-Revier,
50.888808,6.636960,-44.9,Rheinisches-Revier,
50.888877,6.640369,-40.4,Rheinisches-Revier,
50.888900,6.641506,-37.1,Rheinisches-Revier,
50.888923,6.642642,-35.8,Rheinisches-Revier,
50.888946,6.643778,-33.8,Rheinisches-Revier,
50.888969,6.644915,-33.5,Rheinisches-Revier,
50.889448,6.668780,-34.4,Rheinisches-Revier,
50.889471,6.669916,-35.1,Rheinisches-Revier,
50.889493,6.671053,-35.4,Rheinisches-Revier,
50.889516,6.672189,-36.5,Rheinisches-Revier,
50.889539,6.673326,-37.6,Rheinisches-Revier,
50.889561,6.674462,-38.4,Rheinisches-Revier,
50.889584,6.675599,-39.3,Rheinisches-Revier,
50.889607,6.676735,-39.2,Rheinisches-Revier,
50.889629,6.677872,-41.3,Rheinisches-Revier,
50.889652,6.679008,-41.8,Rheinisches-Revier,
50.889674,6.680145,-42.2,Rheinisches-Revier,
50.889877,6.690373,-42.8,Rheinisches-Revier,
50.889990,6.696055,-40.6,Rheinisches-Revier,
50.890057,6.699465,-37.8,Rheinisches-Revier,
50.890392,6.716512,-17.3,Rheinisches-Revier,
50.882282,6.302881,-3.6,Rheinisches-Revier,
50.884828,6.415349,-3.3,Rheinisches-Revier,
50.885653,6.452842,-5.1,Rheinisches-Revier,
50.885678,6.453978,-5.5,Rheinisches-Revier,
50.885703,6.455115,-5.5,Rheinisches-Revier,
50.885727,6.456251,-6.3,Rheinisches-Revier,
50.885752,6.457387,-6.4,Rheinisches-Revier,
50.885777,6.458523,-6.4,Rheinisches-Revier,
50.885802,6.459659,-6.1,Rheinisches-Revier,
50.885826,6.460796,-5.7,Rheinisches-Revier,
50.885851,6.461932,-4.9,Rheinisches-Revier,
50.885876,6.463068,-4.6,Rheinisches-Revier,
50.885900,6.464204,-4.7,Rheinisches-Revier,
50.885925,6.465340,-3.8,Rheinisches-Revier,
50.885950,6.466477,-3.4,Rheinisches-Revier,
50.885974,6.467613,-3.4,Rheinisches-Revier,
50.885999,6.468749,-3.7,Rheinisches-Revier,
50.886024,6.469885,-3.2,Rheinisches-Revier,
50.886539,6.493746,3.2,Rheinisches-Revier,
50.886758,6.503972,-4.4,Rheinisches-Revier,
50.886928,6.511926,3.7,Rheinisches-Revier,
50.886952,6.513062,7.3,Rheinisches-Revier,
50.889041,6.613059,-67.2,Rheinisches-Revier,
50.889064,6.614195,-68.6,Rheinisches-Revier,
50.889087,6.615332,-69.8,Rheinisches-Revier,
50.889434,6.632378,-48.1,Rheinisches-Revier,
50.889458,6.633514,-46.8,Rheinisches-Revier,
50.889504,6.635787,-45.1,Rheinisches-Revier,
50.889527,6.636923,-43.8,Rheinisches-Revier,
50.889573,6.639196,-40.3,Rheinisches-Revier,
50.889596,6.640333,-39.7,Rheinisches-Revier,
50.889619,6.641469,-37.8,Rheinisches-Revier,
50.889642,6.642606,-36.7,Rheinisches-Revier,
50.889665,6.643742,-34.0,Rheinisches-Revier,
50.889687,6.644879,-32.2,Rheinisches-Revier,
50.889710,6.646015,-31.7,Rheinisches-Revier,
50.890099,6.665335,-34.2,Rheinisches-Revier,
50.890121,6.666471,-34.2,Rheinisches-Revier,
50.890144,6.667608,-34.8,Rheinisches-Revier,
50.890167,6.668744,-34.4,Rheinisches-Revier,
50.890189,6.669881,-35.3,Rheinisches-Revier,
50.890212,6.671017,-36.3,Rheinisches-Revier,
50.890235,6.672153,-36.9,Rheinisches-Revier,
50.890257,6.673290,-38.1,Rheinisches-Revier,
50.890280,6.674426,-39.0,Rheinisches-Revier,
50.890303,6.675563,-39.4,Rheinisches-Revier,
50.890325,6.676699,-42.4,Rheinisches-Revier,
50.890348,6.677836,-41.9,Rheinisches-Revier,
50.890371,6.678972,-42.2,Rheinisches-Revier,
50.890393,6.680109,-42.5,Rheinisches-Revier,
50.890416,6.681245,-43.0,Rheinisches-Revier,
50.890438,6.682382,-43.3,Rheinisches-Revier,
50.890461,6.683518,-43.7,Rheinisches-Revier,
50.890484,6.684655,-43.8,Rheinisches-Revier,
50.890506,6.685791,-43.9,Rheinisches-Revier,
50.890529,6.686928,-45.0,Rheinisches-Revier,
50.890551,6.688064,-44.5,Rheinisches-Revier,
50.890574,6.689201,-44.3,Rheinisches-Revier,
50.890596,6.690337,-44.4,Rheinisches-Revier,
50.890753,6.698293,-38.0,Rheinisches-Revier,
50.883001,6.302840,-3.9,Rheinisches-Revier,
50.884736,6.378954,4.1,Rheinisches-Revier,
50.885522,6.414173,-3.1,Rheinisches-Revier,
50.885547,6.415310,-3.9,Rheinisches-Revier,
50.885572,6.416446,-3.5,Rheinisches-Revier,
50.886048,6.438033,-7.4,Rheinisches-Revier,
50.886396,6.453939,-6.3,Rheinisches-Revier,
50.886421,6.455075,-6.2,Rheinisches-Revier,
50.886446,6.456212,-6.4,Rheinisches-Revier,
50.886471,6.457348,-6.8,Rheinisches-Revier,
50.886496,6.458484,-6.7,Rheinisches-Revier,
50.886520,6.459620,-6.4,Rheinisches-Revier,
50.886545,6.460756,-5.9,Rheinisches-Revier,
50.886570,6.461893,-5.0,Rheinisches-Revier,
50.886594,6.463029,-4.2,Rheinisches-Revier,
50.886619,6.464165,-3.9,Rheinisches-Revier,
50.886644,6.465301,-3.3,Rheinisches-Revier,
50.886669,6.466437,-3.3,Rheinisches-Revier,
50.886693,6.467574,-3.7,Rheinisches-Revier,
50.886718,6.468710,-3.9,Rheinisches-Revier,
50.886816,6.473255,-3.3,Rheinisches-Revier,
50.887598,6.509615,3.8,Rheinisches-Revier,
50.887647,6.511887,4.1,Rheinisches-Revier,
50.887671,6.513024,6.1,Rheinisches-Revier,
50.889269,6.589158,-70.8,Rheinisches-Revier,
50.889292,6.590294,-74.2,Rheinisches-Revier,
50.889760,6.613022,-67.7,Rheinisches-Revier,
50.889783,6.614158,-67.7,Rheinisches-Revier,
50.889806,6.615295,-68.5,Rheinisches-Revier,
50.890176,6.633478,-45.5,Rheinisches-Revier,
50.890199,6.634614,-44.7,Rheinisches-Revier,
50.890245,6.636887,-43.1,Rheinisches-Revier,
50.890291,6.639160,-40.1,Rheinisches-Revier,
50.890314,6.640296,-39.7,Rheinisches-Revier,
50.890337,6.641433,-37.7,Rheinisches-Revier,
50.890360,6.642569,-38.3,Rheinisches-Revier,
50.890383,6.643706,-34.0,Rheinisches-Revier,
50.890406,6.644842,-33.2,Rheinisches-Revier,
50.890429,6.645979,-31.2,Rheinisches-Revier,
50.890452,6.647115,-30.7,Rheinisches-Revier,
50.890475,6.648252,-30.6,Rheinisches-Revier,
50.890498,6.649388,-29.3,Rheinisches-Revier,
50.890749,6.661889,-34.3,Rheinisches-Revier,
50.890772,6.663026,-34.6,Rheinisches-Revier,
50.890795,6.664162,-34.2,Rheinisches-Revier,
50.890817,6.665299,-34.2,Rheinisches-Revier,
50.890840,6.666435,-34.3,Rheinisches-Revier,
50.890863,6.667572,-35.2,Rheinisches-Revier,
50.890886,6.668708,-35.5,Rheinisches-Revier,
50.890908,6.669845,-36.4,Rheinisches-Revier,
50.890931,6.670981,-36.9,Rheinisches-Revier,
50.890954,6.672118,-37.7,Rheinisches-Revier,
50.890976,6.673254,-39.3,Rheinisches-Revier,
50.890999,6.674391,-39.7,Rheinisches-Revier,
50.891022,6.675527,-41.3,Rheinisches-Revier,
50.891044,6.676664,-39.0,Rheinisches-Revier,
50.891067,6.677800,-42.2,Rheinisches-Revier,
50.891089,6.678937,-42.6,Rheinisches-Revier,
50.891112,6.680073,-43.8,Rheinisches-Revier,
50.891135,6.681210,-44.2,Rheinisches-Revier,
50.891157,6.682346,-44.2,Rheinisches-Revier,
50.891180,6.683483,-44.5,Rheinisches-Revier,
50.891225,6.685756,-44.7,Rheinisches-Revier,
50.891247,6.686892,-44.9,Rheinisches-Revier,
50.891270,6.688029,-45.3,Rheinisches-Revier,
50.891472,6.698257,-38.3,Rheinisches-Revier,
50.883719,6.302798,-4.2,Rheinisches-Revier,
50.886215,6.412997,-3.2,Rheinisches-Revier,
50.886240,6.414134,-4.0,Rheinisches-Revier,
50.886291,6.416406,-3.8,Rheinisches-Revier,
